row,Year,Product_type,Brand,Title,Ticker,Mkt_Date,Mkt_Date_plus6,close,close_plus6,market_cap_cur,shares_out,year_inc,spx_close,spx_plus6,rtn_vs_spx,rtn,spx
491,2018,TV,The Voice  (NBC) ,,CMCSA,2/5/2018,8/6/2018,$39.20 ,$35.32 ,"$169,754,635,440 ","4,168,827,000",2001,"5,595.00","6,855.00",-0.324180664,-0.098979592,0.225201072
492,2018,TV,Westworld season 2 (HBO) N/A,,T,2/5/2018,8/6/2018,$27.66 ,$24.25 ,"$121,997,685,000 ","7,149,000,000",1983,"5,595.00","6,855.00",-0.348596898,-0.123395825,0.225201072
493,2018,TV,Jesus Christ Superstar Live in Concert (NBC) N/A,,CMCSA,2/5/2018,8/6/2018,$39.20 ,$35.32 ,"$169,754,635,440 ","4,168,827,000",2001,"5,595.00","6,855.00",-0.324180664,-0.098979592,0.225201072
537,2019,TV,The Handmaid's Tale season 3 (Hulu) N/A,,DIS,2/4/2019,8/5/2019,$111.80 ,$138.30 ,"$183,393,154,730 ","1,826,807,000",2018,"6,510.00","8,500.00",-0.068653152,0.237030411,0.305683564
538,2019,TV,Hanna (Amazon Video) N/A,,AMZN,2/4/2019,8/5/2019,$81.67 ,$88.26 ,"$1,061,639,440,535 ","10,260,350,000",1996,"6,510.00","8,500.00",-0.224976288,0.080707275,0.305683564
539,2019,TV,The Late Show with Stephen Colbert (CBS) N/A,,VIAC,2/4/2019,8/5/2019,#VALUE!,#VALUE!,#FIELD!,"403,407,500",2005,"6,510.00","8,500.00",#VALUE!,#VALUE!,0.305683564
540,2019,TV,The Twilight Zone (CBS All Access) N/A,,VIAC,2/4/2019,8/5/2019,#VALUE!,#VALUE!,#FIELD!,"403,407,500",2005,"6,510.00","8,500.00",#VALUE!,#VALUE!,0.305683564
0,1969,Car,Chrysler ,Scuba Diver,FCAU,1/13/1969,7/14/1969,#VALUE!,#VALUE!,"$48,201,810,000 ","3,213,454,000",2014,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
1,1970,Car,Pontiac,Humbler,GM,1/12/1970,7/13/1970,#VALUE!,#VALUE!,"$45,728,128,980 ","1,390,124,000",2009,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
14,1990,Car,Nissan,Turbocharged Dream,NSANY,1/29/1990,7/30/1990,$18.88 ,$13.88 ,"$15,581,460,000 ","2,110,358,000",1933,#VALUE!,264.92,#VALUE!,-0.264900662,#VALUE!
21,1993,Car,Subaru Impreza,Teaser,FUJHY,2/1/1993,8/2/1993,#VALUE!,#VALUE!,"$1,709,493,000,000 ","769,175,800",1945,355.38,371.54,#VALUE!,#VALUE!,0.045454392
22,1993,Car,Honda Prelude,Slingshot,HMC,2/1/1993,8/2/1993,$5.34 ,$6.47 ,"$48,130,190,000 ","1,811,428,000",1948,355.38,371.54,0.165069954,0.210524346,0.045454392
23,1994,Car,Jeep,,FCAU,1/31/1994,8/1/1994,#VALUE!,#VALUE!,"$48,201,810,000 ","3,213,454,000",2014,435.08,444.77,#VALUE!,#VALUE!,0.022277201
25,1994,Car,Jeep Grand Cherokee,,FCAU,1/31/1994,8/1/1994,#VALUE!,#VALUE!,"$48,201,810,000 ","3,213,454,000",2014,435.08,444.77,#VALUE!,#VALUE!,0.022277201
29,1997,Car,Nissan,Pigeons,NSANY,1/27/1997,7/28/1997,$12.00 ,$14.75 ,"$15,581,460,000 ","2,110,358,000",1933,766.23,655.85,0.373228556,0.229166667,-0.144061889
40,1998,Car,Pontiac,ACME Pontiac,GM,1/26/1998,7/27/1998,#VALUE!,#VALUE!,"$45,728,128,980 ","1,390,124,000",2009,586.92,533.08,#VALUE!,#VALUE!,-0.091743163
154,2004,Car,Ford,The One,F,2/2/2004,8/2/2004,$13.79 ,$14.88 ,"$47,139,528,600 ","3,999,960,000",1919,577.23,588.54,0.059269101,0.078858659,0.019589558
171,2005,Car,Ford,Gang,F,2/7/2005,8/8/2005,$13.27 ,$10.25 ,"$47,139,528,600 ","3,999,960,000",1919,751.15,824.39,-0.324759651,-0.227268617,0.097491034
193,2008,Car,Audi,The Godfather,VWAGY,2/4/2008,8/4/2008,#VALUE!,#VALUE!,"$77,200,910,000 ","2,506,476,000",1961,"1,009.62","1,065.62",#VALUE!,#VALUE!,0.055466644
208,2009,Car,Audi,The Chase,VWAGY,2/2/2009,8/3/2009,#VALUE!,#VALUE!,"$77,200,910,000 ","2,506,476,000",1961,892.77,996.15,#VALUE!,#VALUE!,0.115802218
209,2009,Car,Hyundai Motor Company,Epic Lap,HYMTF,2/2/2009,8/3/2009,#VALUE!,$14.95 ,"$48,583,520,000,000 ","274,169,700",1967,892.77,996.15,#VALUE!,#VALUE!,0.115802218
230,2010,Car,Dodge Charger,Woman Are Shrill,FCAU,2/8/2010,8/9/2010,#VALUE!,$3.71 ,"$48,201,810,000 ","3,213,454,000",2014,"1,339.69","1,678.92",#VALUE!,#VALUE!,0.25321542
231,2010,Car,Hyundai,Creation,HYMTF,2/8/2010,8/9/2010,#VALUE!,#VALUE!,"$48,583,520,000,000 ","274,169,700",1967,"1,339.69","1,678.92",#VALUE!,#VALUE!,0.25321542
232,2010,Car,Hyundai,2020,HYMTF,2/8/2010,8/9/2010,#VALUE!,#VALUE!,"$48,583,520,000,000 ","274,169,700",1967,"1,339.69","1,678.92",#VALUE!,#VALUE!,0.25321542
233,2010,Car,Kia Motors,How You Like Me Now,HYMTF,2/8/2010,8/9/2010,#VALUE!,#VALUE!,"$48,583,520,000,000 ","274,169,700",1967,"1,339.69","1,678.92",#VALUE!,#VALUE!,0.25321542
234,2010,Car,Volkswagen,Punch Dub Days,VWAGY,2/8/2010,8/9/2010,#VALUE!,#VALUE!,"$77,200,910,000 ","2,506,476,000",1961,"1,339.69","1,678.92",#VALUE!,#VALUE!,0.25321542
262,2011,Car,Audi,Old Luxury,VWAGY,2/7/2011,8/8/2011,#VALUE!,#VALUE!,"$77,200,910,000 ","2,506,476,000",1961,"2,019.23","1,775.85",#VALUE!,#VALUE!,-0.120533326
263,2011,Car,Chevrolet,Elderly Home,GM,2/7/2011,8/8/2011,$36.70 ,$24.57 ,"$45,728,128,980 ","1,390,124,000",2009,"2,019.23","1,775.85",-0.209984386,-0.330517711,-0.120533326
264,2011,Car,Chevrolet,Miss Evelyn,GM,2/7/2011,8/8/2011,$36.70 ,$24.57 ,"$45,728,128,980 ","1,390,124,000",2009,"2,019.23","1,775.85",-0.209984386,-0.330517711,-0.120533326
265,2011,Car,Chrysler 200,Born of Fire,FCAU,2/7/2011,8/8/2011,#VALUE!,$4.73 ,"$48,201,810,000 ","3,213,454,000",2014,"2,019.23","1,775.85",#VALUE!,#VALUE!,-0.120533326
266,2011,Car,Ford,Race,F,2/7/2011,8/8/2011,$15.93 ,$9.82 ,"$47,139,528,600 ","3,999,960,000",1919,"2,019.23","1,775.85",-0.263077677,-0.383611003,-0.120533326
267,2011,Car,Volkswagen,Black Beetle,VWAGY,2/7/2011,8/8/2011,#VALUE!,#VALUE!,"$77,200,910,000 ","2,506,476,000",1961,"2,019.23","1,775.85",#VALUE!,#VALUE!,-0.120533326
268,2011,Car,Volkswagen,The Force,VWAGY,2/7/2011,8/8/2011,#VALUE!,#VALUE!,"$77,200,910,000 ","2,506,476,000",1961,"2,019.23","1,775.85",#VALUE!,#VALUE!,-0.120533326
282,2012,Car,Audi,Vampire Party,VWAGY,2/6/2012,8/6/2012,#VALUE!,#VALUE!,"$77,200,910,000 ","2,506,476,000",1961,"2,249.69","2,156.00",#VALUE!,#VALUE!,-0.041646701
283,2012,Car,Chrysler,Halftime in America,FCAU,2/6/2012,8/6/2012,$3.91 ,#VALUE!,"$48,201,810,000 ","3,213,454,000",2014,"2,249.69","2,156.00",#VALUE!,#VALUE!,-0.041646701
284,2012,Car,Fiat,Seduction,FCAU,2/6/2012,8/6/2012,$3.91 ,#VALUE!,"$48,201,810,000 ","3,213,454,000",2014,"2,249.69","2,156.00",#VALUE!,#VALUE!,-0.041646701
285,2012,Car,Hyundai,Cheetah,HYMTF,2/6/2012,8/6/2012,$28.75 ,#VALUE!,"$48,583,520,000,000 ","274,169,700",1967,"2,249.69","2,156.00",#VALUE!,#VALUE!,-0.041646701
293,2013,Car,Audi,Prom,VWAGY,2/4/2013,8/5/2013,#VALUE!,#VALUE!,"$77,200,910,000 ","2,506,476,000",1961,"2,476.92","3,021.93",#VALUE!,#VALUE!,0.220031651
294,2013,Car,Dodge Ram,So God Made a Farmer,FCAU,2/4/2013,8/5/2013,$3.74 ,$5.22 ,"$48,201,810,000 ","3,213,454,000",2014,"2,476.92","3,021.93",0.17821786,0.398249512,0.220031651
302,2014,Car,Audi,,VWAGY,2/3/2014,8/4/2014,#VALUE!,#VALUE!,"$77,200,910,000 ","2,506,476,000",1961,"2,973.19","2,749.19",#VALUE!,#VALUE!,-0.075340079
303,2014,Car,Kia K900,,HYMTF,2/3/2014,8/4/2014,$55.95 ,$77.00 ,"$48,583,520,000,000 ","274,169,700",1967,"2,973.19","2,749.19",0.451568855,0.376228776,-0.075340079
304,2014,Car,Volkswagen,,VWAGY,2/3/2014,8/4/2014,#VALUE!,#VALUE!,"$77,200,910,000 ","2,506,476,000",1961,"2,973.19","2,749.19",#VALUE!,#VALUE!,-0.075340079
315,2015,Car,BMW ,,BMWYY,2/2/2015,8/3/2015,$39.53 ,$33.47 ,"$66,922,660,000 ","662,839,500",1995,"3,181.63","3,372.00",-0.213135567,-0.15330129,0.059834277
316,2015,Car,Chevrolet ,,GM,2/2/2015,8/3/2015,$33.11 ,$31.68 ,"$45,728,128,980 ","1,390,124,000",2009,"3,181.63","3,372.00",-0.103023646,-0.043189369,0.059834277
317,2015,Car,Dodge ,,FCAU,2/2/2015,8/3/2015,$8.77 ,$10.49 ,"$48,201,810,000 ","3,213,454,000",2014,"3,181.63","3,372.00",0.135715047,0.195549323,0.059834277
318,2015,Car,Fiat ,,FCAU,2/2/2015,8/3/2015,$8.77 ,$10.49 ,"$48,201,810,000 ","3,213,454,000",2014,"3,181.63","3,372.00",0.135715047,0.195549323,0.059834277
319,2015,Car,Jeep ,,FCAU,2/2/2015,8/3/2015,$8.77 ,$10.49 ,"$48,201,810,000 ","3,213,454,000",2014,"3,181.63","3,372.00",0.135715047,0.195549323,0.059834277
320,2015,Car,Lexus ,,TM,2/2/2015,8/3/2015,$13.09 ,#VALUE!,"$30,574,290,000,000 ","16,314,990,000",1937,"3,181.63","3,372.00",#VALUE!,#VALUE!,0.059834277
321,2015,Car,Kia Motors ,,HYMTF,2/2/2015,8/3/2015,#VALUE!,#VALUE!,"$48,583,520,000,000 ","274,169,700",1967,"3,181.63","3,372.00",#VALUE!,#VALUE!,0.059834277
322,2015,Car,Mercedes-Benz ,,DAI,2/2/2015,8/3/2015, 70.77 CHF , 72.57 CHF ,#FIELD!,"1,069,837,000",1998,"3,181.63","3,372.00",-0.034390958,0.025443319,0.059834277
323,2015,Car,Nissan ,,NSANY,2/2/2015,8/3/2015,$17.24 ,$18.95 ,"$15,581,460,000 ","2,110,358,000",1933,"3,181.63","3,372.00",0.039353658,0.099187935,0.059834277
324,2015,Car,Toyota ,,TM,2/2/2015,8/3/2015,$13.09 ,#VALUE!,"$30,574,290,000,000 ","16,314,990,000",1937,"3,181.63","3,372.00",#VALUE!,#VALUE!,0.059834277
325,2015,Car,Toyota ,,TM,2/2/2015,8/3/2015,$13.09 ,#VALUE!,"$30,574,290,000,000 ","16,314,990,000",1937,"3,181.63","3,372.00",#VALUE!,#VALUE!,0.059834277
366,2016,Car,Jeep ,,FCAU,2/8/2016,8/8/2016,$6.02 ,$6.74 ,"$48,201,810,000 ","3,213,454,000",2014,"2,757.00","4,102.00",-0.368310065,0.119539047,0.487849111
367,2016,Car,Jeep ,,FCAU,2/8/2016,8/8/2016,$6.02 ,$6.74 ,"$48,201,810,000 ","3,213,454,000",2014,"2,757.00","4,102.00",-0.368310065,0.119539047,0.487849111
368,2016,Car,Hyundai Genesis ,,HYMTF,2/8/2016,8/8/2016,#VALUE!,#VALUE!,"$48,583,520,000,000 ","274,169,700",1967,"2,757.00","4,102.00",#VALUE!,#VALUE!,0.487849111
369,2016,Car,Honda Ridgeline ,,HMC,2/8/2016,8/8/2016,$25.85 ,$29.22 ,"$48,130,190,000 ","1,811,428,000",1948,"2,757.00","4,102.00",-0.357481607,0.130367505,0.487849111
396,2017,Car,Alfa Romeo ,,FCAU,2/6/2017,8/7/2017,$10.73 ,$12.11 ,"$48,201,810,000 ","3,213,454,000",2014,"4,448.00","5,635.00",-0.137797673,0.129063837,0.266861511
397,2017,Car,Alfa Romeo ,,FCAU,2/6/2017,8/7/2017,$10.73 ,$12.11 ,"$48,201,810,000 ","3,213,454,000",2014,"4,448.00","5,635.00",-0.137797673,0.129063837,0.266861511
398,2017,Car,Alfa Romeo ,,FCAU,2/6/2017,8/7/2017,$10.73 ,$12.11 ,"$48,201,810,000 ","3,213,454,000",2014,"4,448.00","5,635.00",-0.137797673,0.129063837,0.266861511
399,2017,Car,Audi ,,VWAGY,2/6/2017,8/7/2017,#VALUE!,#VALUE!,"$77,200,910,000 ","2,506,476,000",1961,"4,448.00","5,635.00",#VALUE!,#VALUE!,0.266861511
400,2017,Car,Buick N/A,,GM,2/6/2017,8/7/2017,$36.83 ,$35.30 ,"$45,728,128,980 ","1,390,124,000",2009,"4,448.00","5,635.00",-0.308403732,-0.041542221,0.266861511
401,2017,Car,Kia Niro ,,HYMTF,2/6/2017,8/7/2017,$40.11 ,#VALUE!,"$48,583,520,000,000 ","274,169,700",1967,"4,448.00","5,635.00",#VALUE!,#VALUE!,0.266861511
402,2017,Car,Lexus LC ,,TM,2/6/2017,8/7/2017,$11.35 ,$11.55 ,"$30,574,290,000,000 ","16,314,990,000",1937,"4,448.00","5,635.00",-0.249422723,0.017438788,0.266861511
437,2018,Car,Ram Trucks ,,FCAU,2/5/2018,8/6/2018,$21.29 ,$16.82 ,"$48,201,810,000 ","3,213,454,000",2014,"5,595.00","6,855.00",-0.435158799,-0.209957727,0.225201072
438,2018,Car,Ram 1500 ,,FCAU,2/5/2018,8/6/2018,$21.29 ,$16.82 ,"$48,201,810,000 ","3,213,454,000",2014,"5,595.00","6,855.00",-0.435158799,-0.209957727,0.225201072
439,2018,Car,Hyundai ,,HYMTF,2/5/2018,8/6/2018,$42.50 ,$35.00 ,"$48,583,520,000,000 ","274,169,700",1967,"5,595.00","6,855.00",-0.401671661,-0.176470588,0.225201072
440,2018,Car,Jeep Wrangler ,,FCAU,2/5/2018,8/6/2018,$21.29 ,$16.82 ,"$48,201,810,000 ","3,213,454,000",2014,"5,595.00","6,855.00",-0.435158799,-0.209957727,0.225201072
441,2018,Car,Jeep Wrangler Rubicon ,,FCAU,2/5/2018,8/6/2018,$21.29 ,$16.82 ,"$48,201,810,000 ","3,213,454,000",2014,"5,595.00","6,855.00",-0.435158799,-0.209957727,0.225201072
442,2018,Car,Jeep Cherokee ,,FCAU,2/5/2018,8/6/2018,$21.29 ,$16.82 ,"$48,201,810,000 ","3,213,454,000",2014,"5,595.00","6,855.00",-0.435158799,-0.209957727,0.225201072
443,2018,Car,Kia Stinger ,,HYMTF,2/5/2018,8/6/2018,$42.50 ,$35.00 ,"$48,583,520,000,000 ","274,169,700",1967,"5,595.00","6,855.00",-0.401671661,-0.176470588,0.225201072
445,2018,Car,Toyota ,,TM,2/5/2018,8/6/2018,$13.02 ,$12.81 ,"$30,574,290,000,000 ","16,314,990,000",1937,"5,595.00","6,855.00",-0.241330105,-0.016129032,0.225201072
446,2018,Car,Toyota ,,TM,2/5/2018,8/6/2018,$13.02 ,$12.81 ,"$30,574,290,000,000 ","16,314,990,000",1937,"5,595.00","6,855.00",-0.241330105,-0.016129032,0.225201072
447,2018,Car,Toyota ,,TM,2/5/2018,8/6/2018,$13.02 ,$12.81 ,"$30,574,290,000,000 ","16,314,990,000",1937,"5,595.00","6,855.00",-0.241330105,-0.016129032,0.225201072
516,2019,Car,Audi e-tron GT ,,VWAGY,2/4/2019,8/5/2019,$17.20 ,$16.31 ,"$77,200,910,000 ","2,506,476,000",1961,"6,510.00","8,500.00",-0.35742775,-0.051744186,0.305683564
517,2019,Car,Hyundai Shopper Assurance ,,HYMTF,2/4/2019,8/5/2019,$35.80 ,$30.00 ,"$48,583,520,000,000 ","274,169,700",1967,"6,510.00","8,500.00",-0.467694737,-0.162011173,0.305683564
518,2019,Car,Kia Telluride ,,HYMTF,2/4/2019,8/5/2019,$35.80 ,$30.00 ,"$48,583,520,000,000 ","274,169,700",1967,"6,510.00","8,500.00",-0.467694737,-0.162011173,0.305683564
519,2019,Car,Mercedes-Benz A-Class ,,DAI,2/4/2019,8/5/2019, 49.83 CHF ,#N/A,#FIELD!,"1,069,837,000",1998,"6,510.00","8,500.00",#N/A,#N/A,0.305683564
520,2019,Car,Toyota RAV4 Hybrid ,,TM,2/4/2019,8/5/2019,$12.23 ,$12.99 ,"$30,574,290,000,000 ","16,314,990,000",1937,"6,510.00","8,500.00",-0.243694686,0.061988878,0.305683564
521,2019,Car,Toyota Supra ,,TM,2/4/2019,8/5/2019,$12.23 ,$12.99 ,"$30,574,290,000,000 ","16,314,990,000",1937,"6,510.00","8,500.00",-0.243694686,0.061988878,0.305683564
547,2020,Car,Audi e-tron Sportback ,,VWAGY,2/3/2020,8/3/2020,$18.10 ,$16.25 ,"$77,200,910,000 ","2,506,476,000",1961,"9,005.00","10,455.00",-0.263231599,-0.102209945,0.161021655
548,2020,Car,Hyundai Sonata ,,HYMTF,2/3/2020,8/3/2020,$33.98 ,$24.86 ,"$48,583,520,000,000 ","274,169,700",1967,"9,005.00","10,455.00",-0.429414827,-0.268393172,0.161021655
549,2020,Car,Genesis GV80 ,,HYMTF,2/3/2020,8/3/2020,$33.98 ,$24.86 ,"$48,583,520,000,000 ","274,169,700",1967,"9,005.00","10,455.00",-0.429414827,-0.268393172,0.161021655
550,2020,Car,GMC Hummer EV ,,GM,2/3/2020,8/3/2020,$33.72 ,$25.64 ,"$45,728,128,980 ","1,390,124,000",2009,"9,005.00","10,455.00",-0.400642058,-0.239620403,0.161021655
551,2020,Car,Jeep ,,FCAU,2/3/2020,8/3/2020,$12.88 ,$10.57 ,"$48,201,810,000 ","3,213,454,000",2014,"9,005.00","10,455.00",-0.340369481,-0.179347826,0.161021655
552,2020,Car,Kia Seltos ,,HYMTF,2/3/2020,8/3/2020,$33.98 ,$24.86 ,"$48,583,520,000,000 ","274,169,700",1967,"9,005.00","10,455.00",-0.429414827,-0.268393172,0.161021655
553,2020,Car,Toyota Highlander ,,TM,2/3/2020,8/3/2020,$14.14 ,$11.96 ,"$30,574,290,000,000 ","16,314,990,000",1937,"9,005.00","10,455.00",-0.314890113,-0.153868458,0.161021655
554,2020,Car,Porsche Taycan ,,POAHY,2/3/2020,8/3/2020,$6.77 ,$5.91 ,"$7,734,694,000 ","153,125,000",2007,"9,005.00","10,455.00",-0.287407464,-0.126385809,0.161021655
10,1984,Alcohol,Miller Lite,Train,MIL,1/23/1984,7/23/1984,#VALUE!,#VALUE!,"$5,980,666,000 ","1,213,117,000",2001,#VALUE!,187.38,#VALUE!,#VALUE!,#VALUE!
13,1989,Alcohol,Budweiser,,BUD,1/23/1989,7/24/1989,#VALUE!,#VALUE!,"$113,213,000,000 ","1,737,197,000",#FIELD!,221.85,#VALUE!,#VALUE!,#VALUE!,#VALUE!
24,1994,Alcohol,Budweiser,,BUD,1/31/1994,8/1/1994,#VALUE!,#VALUE!,"$113,213,000,000 ","1,737,197,000",#FIELD!,435.08,444.77,#VALUE!,#VALUE!,0.022277201
37,1998,Alcohol,Bud Light,Chicken Pool,BUD,1/26/1998,7/27/1998,#VALUE!,#VALUE!,"$113,213,000,000 ","1,737,197,000",#FIELD!,586.92,533.08,#VALUE!,#VALUE!,-0.091743163
38,1998,Alcohol,Bud Light,Shopping,BUD,1/26/1998,7/27/1998,#VALUE!,#VALUE!,"$113,213,000,000 ","1,737,197,000",#FIELD!,586.92,533.08,#VALUE!,#VALUE!,-0.091743163
39,1998,Alcohol,Budweiser,Master Plan,BUD,1/26/1998,7/27/1998,#VALUE!,#VALUE!,"$113,213,000,000 ","1,737,197,000",#FIELD!,586.92,533.08,#VALUE!,#VALUE!,-0.091743163
60,1999,Alcohol,Bud Light,Paper or Plastic,BUD,2/1/1999,8/2/1999,#VALUE!,#VALUE!,"$113,213,000,000 ","1,737,197,000",#FIELD!,537.92,669.31,#VALUE!,#VALUE!,0.2442443
61,1999,Alcohol,Budweiser,Dalmatians,BUD,2/1/1999,8/2/1999,#VALUE!,#VALUE!,"$113,213,000,000 ","1,737,197,000",#FIELD!,537.92,669.31,#VALUE!,#VALUE!,0.2442443
62,1999,Alcohol,Budweiser,Lashing,BUD,2/1/1999,8/2/1999,#VALUE!,#VALUE!,"$113,213,000,000 ","1,737,197,000",#FIELD!,537.92,669.31,#VALUE!,#VALUE!,0.2442443
63,1999,Alcohol,Budweiser,Lobster,BUD,2/1/1999,8/2/1999,#VALUE!,#VALUE!,"$113,213,000,000 ","1,737,197,000",#FIELD!,537.92,669.31,#VALUE!,#VALUE!,0.2442443
83,2000,Alcohol,Bud Light,Elevator,BUD,1/31/2000,7/31/2000,#VALUE!,#VALUE!,"$113,213,000,000 ","1,737,197,000",#FIELD!,429.15,358.62,#VALUE!,#VALUE!,-0.164366405
84,2000,Alcohol,Bud Light,Cat,BUD,1/31/2000,7/31/2000,#VALUE!,#VALUE!,"$113,213,000,000 ","1,737,197,000",#FIELD!,429.15,358.62,#VALUE!,#VALUE!,-0.164366405
85,2000,Alcohol,Budweiser,Photo Shoot,BUD,1/31/2000,7/31/2000,#VALUE!,#VALUE!,"$113,213,000,000 ","1,737,197,000",#FIELD!,429.15,358.62,#VALUE!,#VALUE!,-0.164366405
86,2000,Alcohol,Budweiser,Which Game?,BUD,1/31/2000,7/31/2000,#VALUE!,#VALUE!,"$29,792,150 ","99,365,820",2011,429.15,358.62,#VALUE!,#VALUE!,-0.164366405
87,2000,Alcohol,Budweiser,Rex's Motivation,BUD,1/31/2000,7/31/2000,#VALUE!,#VALUE!,"$29,792,150 ","99,365,820",2011,429.15,358.62,#VALUE!,#VALUE!,-0.164366405
118,2001,Alcohol,Budweiser,We Are Not Alone,BUD,1/29/2001,7/30/2001,#VALUE!,#VALUE!,"$29,792,150 ","99,365,820",2011,414.62,451.77,#VALUE!,#VALUE!,0.089610232
119,2001,Alcohol,Budweiser,What Are You Doing?,BUD,1/29/2001,7/30/2001,#VALUE!,#VALUE!,"$113,213,000,000 ","1,737,197,000",#FIELD!,414.62,451.77,#VALUE!,#VALUE!,0.089610232
132,2002,Alcohol,Budweiser,Clydesdale Respect,BUD,2/4/2002,8/5/2002,#VALUE!,#VALUE!,"$113,213,000,000 ","1,737,197,000",#FIELD!,410.85,421.08,#VALUE!,#VALUE!,0.02490177
153,2004,Alcohol,Budweiser,Donkey,BUD,2/2/2004,8/2/2004,#VALUE!,#VALUE!,"$113,213,000,000 ","1,737,197,000",#FIELD!,577.23,588.54,#VALUE!,#VALUE!,0.019589558
168,2005,Alcohol,Budweiser,Audition,BUD,2/7/2005,8/8/2005,#VALUE!,#VALUE!,"$113,213,000,000 ","1,737,197,000",#FIELD!,751.15,824.39,#VALUE!,#VALUE!,0.097491034
169,2005,Alcohol,Budweiser,Welcome Home,BUD,2/7/2005,8/8/2005,#VALUE!,#VALUE!,"$113,213,000,000 ","1,737,197,000",#FIELD!,751.15,824.39,#VALUE!,#VALUE!,0.097491034
170,2005,Alcohol,Heineken,Beer Run,HEINY,2/7/2005,8/8/2005,$17.33 ,$16.13 ,"$66,046,320,000 ","1,152,005,000",1873,751.15,824.39,-0.166755104,-0.069264069,0.097491034
191,2008,Alcohol,Bud Light,Cavemen,BUD,2/4/2008,8/4/2008,#VALUE!,#VALUE!,"$113,213,000,000 ","1,737,197,000",#FIELD!,"1,009.62","1,065.62",#VALUE!,#VALUE!,0.055466644
192,2008,Alcohol,Budweiser,Training,BUD,2/4/2008,8/4/2008,#VALUE!,#VALUE!,"$113,213,000,000 ","1,737,197,000",#FIELD!,"1,009.62","1,065.62",#VALUE!,#VALUE!,0.055466644
203,2009,Alcohol,Bud Light,Conan,BUD,2/2/2009,8/3/2009,#VALUE!,$39.79 ,"$113,213,000,000 ","1,737,197,000",#FIELD!,892.77,996.15,#VALUE!,#VALUE!,0.115802218
204,2009,Alcohol,Bud Light,Drinkability,BUD,2/2/2009,8/3/2009,#VALUE!,$39.79 ,"$113,213,000,000 ","1,737,197,000",#FIELD!,892.77,996.15,#VALUE!,#VALUE!,0.115802218
205,2009,Alcohol,Budweiser,Fetch,BUD,2/2/2009,8/3/2009,#VALUE!,$39.79 ,"$113,213,000,000 ","1,737,197,000",#FIELD!,892.77,996.15,#VALUE!,#VALUE!,0.115802218
206,2009,Alcohol,Budweiser,True Love,BUD,2/2/2009,8/3/2009,#VALUE!,$39.79 ,"$113,213,000,000 ","1,737,197,000",#FIELD!,892.77,996.15,#VALUE!,#VALUE!,0.115802218
207,2009,Alcohol,Miller Lite,Highlight,SAB,2/2/2009,8/3/2009,€ 11.99,€ 14.37,#FIELD!,#FIELD!,#FIELD!,892.77,996.15,0.082696531,0.198498749,0.115802218
224,2010,Alcohol,Bud Light,Beer House,BUD,2/8/2010,8/9/2010,$47.04 ,$52.64 ,"$113,213,000,000 ","1,737,197,000",#FIELD!,"1,339.69","1,678.92",-0.134167801,0.119047619,0.25321542
225,2010,Alcohol,Bud Light,Meteor,BUD,2/8/2010,8/9/2010,$47.04 ,$52.64 ,"$113,213,000,000 ","1,737,197,000",#FIELD!,"1,339.69","1,678.92",-0.134167801,0.119047619,0.25321542
226,2010,Alcohol,Bud Light,T-Pain Voice,BUD,2/8/2010,8/9/2010,$47.04 ,$52.64 ,"$113,213,000,000 ","1,737,197,000",#FIELD!,"1,339.69","1,678.92",-0.134167801,0.119047619,0.25321542
